source	target	interaction	symmetry	weight	negation
at1g14686	at4g18197	validated_ppi	symmetrical	1.0	affirmative
at2g28315	at3g56950	validated_ppi	symmetrical	1.0	affirmative
at1g32320	at3g12180	validated_ppi	symmetrical	1.0	affirmative
at2g02960	at3g17000	validated_ppi	symmetrical	1.0	affirmative
at3g14850	at4g05370	validated_ppi	symmetrical	1.0	affirmative
at1g63110	at5g19700	validated_ppi	symmetrical	1.0	affirmative
at2g20180	at2g47630	activation	asymmetrical	0.0	affirmative
at1g51660	at1g23730	gene regulation	asymmetrical	1.0	affirmative
at3g46900	at4g14455	validated_ppi	symmetrical	1.0	affirmative
at3g15800	at4g23650	validated_ppi	symmetrical	1.0	affirmative
at2g38620	at4g28980	validated_ppi	symmetrical	1.0	affirmative
at3g25805	at3g59700	validated_ppi	symmetrical	1.0	affirmative
at2g34390	at4g13510	validated_ppi	symmetrical	1.690956108	affirmative
at1g49230	at2g41705	validated_ppi	symmetrical	1.0	affirmative
at1g22920	at5g47100	validated_ppi	symmetrical	1.0	affirmative
at3g12180	at4g22830	validated_ppi	symmetrical	1.0	affirmative
at1g78300	at5g66280	validated_ppi	symmetrical	1.0	affirmative
at1g18660	at3g48150	validated_ppi	symmetrical	1.0	affirmative
at4g24400	at1g77760	gene regulation	asymmetrical	1.1615263125	affirmative
at4g01370	at4g28530	phosphorylation	asymmetrical	1.0	affirmative
at3g16980	at5g27620	validated_ppi	symmetrical	1.0	affirmative
at1g49230	at5g63030	validated_ppi	symmetrical	1.1669583485	affirmative
at4g15620	at5g11890	validated_ppi	symmetrical	0.0	affirmative
at1g10210	at5g35550	phosphorylation	asymmetrical	1.0	affirmative
at4g19700	at5g65020	validated_ppi	symmetrical	1.0	affirmative
at1g07860	at3g23560	validated_ppi	symmetrical	1.0	affirmative
at1g10210	at4g01680	phosphorylation	asymmetrical	1.0	affirmative
at2g19830	at4g29160	validated_ppi	symmetrical	1.0	affirmative
at3g43810	atmg00870	validated_ppi	symmetrical	1.0	affirmative
at1g17140	at3g51300	validated_ppi	symmetrical	1.0	affirmative
at1g11450	at3g18800	validated_ppi	symmetrical	1.0	affirmative
at2g31955	at3g53180	validated_ppi	symmetrical	1.4039044655000001	affirmative
at2g41400	at5g53130	validated_ppi	symmetrical	1.2319146275	affirmative
at2g30060	at3g44050	validated_ppi	symmetrical	1.0	affirmative
at1g33490	at5g23450	validated_ppi	symmetrical	1.0	affirmative
at3g13720	at4g25680	validated_ppi	symmetrical	1.0	affirmative
at1g34640	at1g52190	validated_ppi	symmetrical	1.0	affirmative
at4g05370	at4g29660	validated_ppi	symmetrical	1.0	affirmative
at1g69460	at3g54020	validated_ppi	symmetrical	1.0	affirmative
at2g43420	at5g27370	validated_ppi	symmetrical	1.0	affirmative
at1g47603	at4g20790	validated_ppi	symmetrical	1.0	affirmative
at2g43790	at3g23740	protein regulation	asymmetrical	1.0	affirmative
at1g04360	at5g11890	validated_ppi	symmetrical	1.0	affirmative
at3g19100	at4g30850	validated_ppi	symmetrical	1.0	affirmative
at3g44620	at4g26270	validated_ppi	symmetrical	1.3972427105	affirmative
at3g03210	at4g23090	validated_ppi	symmetrical	1.0	affirmative
at3g27580	at5g04510	validated_ppi	symmetrical	1.0	affirmative
at2g32840	at4g01090	validated_ppi	symmetrical	1.0	affirmative
at1g20630	at5g56290	validated_ppi	symmetrical	1.0	affirmative
at2g06210	at2g18290	validated_ppi	symmetrical	1.0	affirmative
at1g34640	at4g16480	validated_ppi	symmetrical	1.0	affirmative
at3g01770	at3g06720	validated_ppi	symmetrical	1.0	affirmative
at1g15880	at4g04850	validated_ppi	symmetrical	1.0	affirmative
at3g45210	at3g48150	validated_ppi	symmetrical	1.0	affirmative
at1g18390	at5g67140	validated_ppi	symmetrical	1.8023985185	affirmative
at1g12110	at5g06320	validated_ppi	symmetrical	1.0	affirmative
at2g04890	at5g37780	validated_ppi	symmetrical	1.0	affirmative
at3g53720	at5g11890	validated_ppi	symmetrical	1.0	affirmative
at3g45290	at5g38990	validated_ppi	symmetrical	2.149242912	affirmative
at1g79820	at5g64813	validated_ppi	symmetrical	1.0	affirmative
at2g41400	at5g66680	validated_ppi	symmetrical	1.0	affirmative
at3g02640	at5g20090	validated_ppi	symmetrical	1.0	affirmative
at2g37330	at5g06320	validated_ppi	symmetrical	1.0	affirmative
at4g29350	at5g13810	validated_ppi	symmetrical	1.0	affirmative
at1g58340	at5g11890	validated_ppi	symmetrical	1.0	affirmative
at1g05580	at3g45640	validated_ppi	symmetrical	1.5854766465	affirmative
at4g36180	at5g11890	validated_ppi	symmetrical	1.0	affirmative
at1g11940	at2g41610	validated_ppi	symmetrical	1.0	affirmative
at3g54140	at4g37680	validated_ppi	symmetrical	1.0	affirmative
at1g65690	at5g59500	validated_ppi	symmetrical	1.962125596	affirmative
at3g26090	at4g37250	validated_ppi	symmetrical	1.0	affirmative
at4g00430	at4g30850	validated_ppi	symmetrical	1.0	affirmative
at3g21580	at4g27420	validated_ppi	symmetrical	1.0	affirmative
at1g47603	at5g49540	validated_ppi	symmetrical	1.0	affirmative
at1g11050	at5g39040	validated_ppi	symmetrical	1.285766959	affirmative
at3g15010	at3g43810	validated_ppi	symmetrical	1.0	affirmative
at1g76760	at3g44720	validated_ppi	symmetrical	1.0	affirmative
at2g29410	at5g06100	validated_ppi	symmetrical	1.0	affirmative
at4g09000	at5g15650	validated_ppi	symmetrical	1.0	affirmative
at2g39510	at4g30850	validated_ppi	symmetrical	1.0	affirmative
at3g08040	at5g14210	validated_ppi	symmetrical	0.0	affirmative
at3g55090	at4g30850	validated_ppi	symmetrical	1.0	affirmative
at2g41100	at5g20810	validated_ppi	symmetrical	2.053763767	affirmative
at2g12400	at5g63030	validated_ppi	symmetrical	1.1669583485	affirmative
at2g44110	at3g17000	validated_ppi	symmetrical	1.0	affirmative
at1g42560	at1g47640	validated_ppi	symmetrical	1.0	affirmative
at1g78300	at5g04870	validated_ppi	symmetrical	0.0	affirmative
at4g14640	at5g10520	validated_ppi	symmetrical	1.0	affirmative
at2g26800	at3g48150	validated_ppi	symmetrical	1.0	affirmative
at2g29020	at4g23400	validated_ppi	symmetrical	0.0	affirmative
at1g29060	at1g79780	validated_ppi	symmetrical	1.0	affirmative
at1g65690	at2g01420	validated_ppi	symmetrical	1.962125596	affirmative
at1g80370	at5g48820	validated_ppi	symmetrical	0.0	affirmative
at2g36100	at4g26450	validated_ppi	symmetrical	0.0	affirmative
at1g08920	at4g20790	validated_ppi	symmetrical	1.0	affirmative
at1g26480	at3g59420	validated_ppi	symmetrical	1.0	affirmative
at1g80890	at3g08040	validated_ppi	symmetrical	0.0	affirmative
at1g13770	at2g29100	validated_ppi	symmetrical	1.0	affirmative
at1g07370	at5g24330	validated_ppi	symmetrical	0.8327790290536934	affirmative
at3g12180	at5g67140	validated_ppi	symmetrical	1.0	affirmative
at3g54020	at5g63030	validated_ppi	symmetrical	1.1669583485	affirmative
at1g35580	at1g78300	validated_ppi	symmetrical	1.0	affirmative
at3g48750	at5g55230	phosphorylation	asymmetrical	1.0	affirmative
at2g27960	at3g50630	validated_ppi	symmetrical	1.0	affirmative
at1g20930	at3g22310	validated_ppi	symmetrical	0.0	affirmative
at1g21240	at2g18470	validated_ppi	symmetrical	1.0	affirmative
at1g47220	at5g59650	validated_ppi	symmetrical	1.0	affirmative
at2g20180	at1g17745	repression	asymmetrical	0.0	affirmative
at1g53730	at5g06320	validated_ppi	symmetrical	0.0	affirmative
at4g11330	at1g67530	phosphorylation	asymmetrical	1.0	affirmative
at3g59790	at4g14560	phosphorylation	asymmetrical	1.0	affirmative
at3g20600	at3g54020	validated_ppi	symmetrical	1.0	affirmative
at1g11540	at5g49540	validated_ppi	symmetrical	1.0	affirmative
at3g21220	at2g43790	activation	asymmetrical	1.0	affirmative
at3g02880	at4g04570	validated_ppi	symmetrical	1.0	affirmative
at1g56330	at5g01640	validated_ppi	symmetrical	1.0	affirmative
at1g80865	at3g52640	validated_ppi	symmetrical	1.0	affirmative
at2g23790	at2g26180	validated_ppi	symmetrical	1.0	affirmative
at1g17280	at3g06100	validated_ppi	symmetrical	1.0	affirmative
at4g18780	at5g13400	validated_ppi	symmetrical	1.0	affirmative
at2g26180	at5g44650	validated_ppi	symmetrical	1.0	affirmative
at3g45640	at5g17300	phosphorylation	asymmetrical	1.5854766465	affirmative
at2g36010/at5g02470	at2g24970	activation	asymmetrical	0.0	affirmative
at2g17290	at3g45640	gene regulation	asymmetrical	1.5854766465	affirmative
at1g04810	at1g47220	validated_ppi	symmetrical	1.0	affirmative
at2g29180	at5g06100	validated_ppi	symmetrical	1.0	affirmative
at3g24570	at5g37050	validated_ppi	symmetrical	1.0	affirmative
at3g06720	at4g04020	validated_ppi	symmetrical	1.0	affirmative
at1g56330	at4g35580	validated_ppi	symmetrical	1.0	affirmative
at1g71230	at4g02620	validated_ppi	symmetrical	1.0	affirmative
at1g76185	at4g24460	validated_ppi	symmetrical	1.0	affirmative
at1g78300	at5g58550	validated_ppi	symmetrical	1.0	affirmative
at2g41100	at5g39670	validated_ppi	symmetrical	2.053763767	affirmative
at2g26180	at4g11860	validated_ppi	symmetrical	1.0	affirmative
at3g54820	at5g22290	validated_ppi	symmetrical	0.0	affirmative
at3g08040	at3g42640	validated_ppi	symmetrical	0.0	affirmative
at2g47800	at5g37050	validated_ppi	symmetrical	1.2455610400000001	affirmative
at2g41705	at5g38970	validated_ppi	symmetrical	1.0	affirmative
at1g61370	at2g41400	validated_ppi	symmetrical	1.228336474	affirmative
at4g37680	at5g40420	validated_ppi	symmetrical	1.0	affirmative
at4g24680	at5g53060	validated_ppi	symmetrical	1.0	affirmative
at4g02130	at5g48380	validated_ppi	symmetrical	0.0	affirmative
at1g51805	at2g41400	validated_ppi	symmetrical	1.2993932765	affirmative
at4g08300	at5g63030	validated_ppi	symmetrical	1.1669583485	affirmative
at2g36010/at5g02470	at5g49160	activation	asymmetrical	0.0	affirmative
at1g32210	at5g11890	validated_ppi	symmetrical	1.0	affirmative
at1g53270	at5g21920	validated_ppi	symmetrical	1.0	affirmative
at4g09000	at5g67360	validated_ppi	symmetrical	1.0	affirmative
at1g71110	at5g49630	validated_ppi	symmetrical	1.0	affirmative
at4g34460	at4g35580	validated_ppi	symmetrical	1.0	affirmative
at2g36305	at4g30660	validated_ppi	symmetrical	1.0	affirmative
at3g22960	at4g20300	validated_ppi	symmetrical	1.0	affirmative
at2g41090	at5g40120	validated_ppi	symmetrical	1.0	affirmative
at1g06070	at1g78300	validated_ppi	symmetrical	0.0	affirmative
at3g17840	at5g05190	validated_ppi	symmetrical	1.0	affirmative
at1g65690	at2g29180	validated_ppi	symmetrical	1.962125596	affirmative
at1g06890	at2g26180	validated_ppi	symmetrical	1.0	affirmative
at2g26180	at3g13720	validated_ppi	symmetrical	1.0	affirmative
at1g58340	at4g25360	validated_ppi	symmetrical	1.0	affirmative
at4g25360	at4g28210	validated_ppi	symmetrical	1.0	affirmative
at1g11940	at3g47780	validated_ppi	symmetrical	1.0	affirmative
at1g78300	at4g04910	validated_ppi	symmetrical	1.0	affirmative
at1g35430	at3g29270	validated_ppi	symmetrical	1.0	affirmative
at5g11890	at5g49990	validated_ppi	symmetrical	1.0	affirmative
at4g20790	at4g28580	validated_ppi	symmetrical	1.0	affirmative
at4g00480	at5g52600	validated_ppi	symmetrical	1.0	affirmative
at3g59030	at3g66654	validated_ppi	symmetrical	1.0	affirmative
at3g48750	at4g22910	validated_ppi	symmetrical	1.0	affirmative
at3g12180	at5g28680	validated_ppi	symmetrical	1.0	affirmative
at1g01230	at5g37050	validated_ppi	symmetrical	1.0	affirmative
at2g30360	at4g30190	phosphorylation	asymmetrical	1.0	affirmative
at1g11915	at3g66654	validated_ppi	symmetrical	1.0	affirmative
at3g03210	at5g41800	validated_ppi	symmetrical	1.0	affirmative
at1g21240	at4g34460	validated_ppi	symmetrical	1.0	affirmative
at3g58120	at5g38800	validated_ppi	symmetrical	1.0	affirmative
at1g49230	at3g25805	validated_ppi	symmetrical	1.0	affirmative
at1g11350	at2g26180	validated_ppi	symmetrical	1.3342163025	affirmative
at1g13580	at1g72180	validated_ppi	symmetrical	0.0	affirmative
at1g12750	at4g19030	validated_ppi	symmetrical	1.0	affirmative
at4g23810	at1g62300	repression	asymmetrical	0.0	affirmative
at1g64900	at5g58140	validated_ppi	symmetrical	1.0	affirmative
at4g02570	at5g42970	validated_ppi	symmetrical	1.0	affirmative
at1g62830	at2g27350	validated_ppi	symmetrical	1.0	affirmative
at2g26180	at4g29450	validated_ppi	symmetrical	1.0	affirmative
at1g47640	at1g54730	validated_ppi	symmetrical	1.0	affirmative
at3g45840	at4g01410	validated_ppi	symmetrical	1.0	affirmative
at3g17000	at5g48380	validated_ppi	symmetrical	1.5390687955	affirmative
at4g36850	at5g11890	validated_ppi	symmetrical	1.0	affirmative
at2g22425	at3g19100	validated_ppi	symmetrical	1.0	affirmative
at3g12180	at5g67610	validated_ppi	symmetrical	1.0	affirmative
at3g08040	at4g04860	validated_ppi	symmetrical	0.0	affirmative
at1g35160	at4g05190	validated_ppi	symmetrical	0.0	affirmative
at1g10090	at2g39510	validated_ppi	symmetrical	1.0	affirmative
at2g01950	at3g16370	validated_ppi	symmetrical	1.253810995	affirmative
at1g17280	at1g72180	validated_ppi	symmetrical	1.0	affirmative
at5g11260	at3g02840	activation	asymmetrical	1.811453401	affirmative
at1g17280	at2g23093	validated_ppi	symmetrical	1.0	affirmative
at3g56150	at4g14110	validated_ppi	symmetrical	1.0	affirmative
at4g11330	at4g28530	phosphorylation	asymmetrical	1.0	affirmative
at2g48010	at3g43810	validated_ppi	symmetrical	1.0	affirmative
at2g41400	at3g59730	validated_ppi	symmetrical	1.0	affirmative
at3g26090	at3g43190	validated_ppi	symmetrical	1.0	affirmative
at2g20180	at1g64810	activation	asymmetrical	1.105354932	affirmative
at2g35520	at3g28050	validated_ppi	symmetrical	1.0	affirmative
at1g07860	at4g03820	validated_ppi	symmetrical	1.0	affirmative
at3g57650	at4g10080	validated_ppi	symmetrical	1.0	affirmative
at1g66340	at3g23150	validated_ppi	symmetrical	1.333309069	affirmative
at3g12180	at4g28330	validated_ppi	symmetrical	1.0	affirmative
at3g12180	at5g53890	validated_ppi	symmetrical	1.183585993	affirmative
at1g21240	at3g47960	validated_ppi	symmetrical	1.0	affirmative
at3g01300	at5g61010	validated_ppi	symmetrical	1.6617126615	affirmative
at1g10210	at3g57390	phosphorylation	asymmetrical	1.0	affirmative
at1g66390	at4g00480	validated_ppi	symmetrical	0.0	affirmative
at2g27970	at5g02220	validated_ppi	symmetrical	0.0	affirmative
at2g16250	at3g12180	validated_ppi	symmetrical	1.0	affirmative
at3g66654	at4g31340	validated_ppi	symmetrical	1.0	affirmative
at1g20620	at5g35410	validated_ppi	symmetrical	1.0	affirmative
at2g36010/at5g02470	at4g30840	activation	asymmetrical	1.0	affirmative
at2g07040	at2g26180	validated_ppi	symmetrical	1.0	affirmative
at1g75280	at3g47810	validated_ppi	symmetrical	1.0	affirmative
at5g51160	at5g63030	validated_ppi	symmetrical	1.1669583485	affirmative
at1g50610	at3g08040	validated_ppi	symmetrical	0.0	affirmative
at3g44200	at1g05010	gene regulation	asymmetrical	1.0	affirmative
at1g09380	at5g11890	validated_ppi	symmetrical	1.0	affirmative
at1g06225	at4g04860	validated_ppi	symmetrical	0.0	affirmative
at2g20180	at4g39890	activation	asymmetrical	1.2982875385	affirmative
at1g58340	at3g13175	validated_ppi	symmetrical	1.2689760615	affirmative
at1g54770	at3g54170	validated_ppi	symmetrical	1.0	affirmative
at4g22910	at4g37490	validated_ppi	symmetrical	0.0	affirmative
at3g60600	at4g39670	validated_ppi	symmetrical	2.0255704865	affirmative
at3g08040	at4g17680	validated_ppi	symmetrical	0.0	affirmative
at2g27050	at3g23240	activation	asymmetrical	1.4116003005	affirmative
at3g54180	at5g06150	validated_ppi	symmetrical	1.0	affirmative
at3g01500	at5g67480	validated_ppi	symmetrical	1.0	affirmative
at1g18040	at3g48750	validated_ppi	symmetrical	1.0	affirmative
at1g14020	at5g12860	validated_ppi	symmetrical	1.0	affirmative
at4g29820	at5g06710	validated_ppi	symmetrical	1.1635093345	affirmative
at3g13160	at3g49580	validated_ppi	symmetrical	1.0	affirmative
at4g30490	at5g22290	validated_ppi	symmetrical	1.0	affirmative
at1g09530	at4g16250	validated_ppi	symmetrical	1.4567215495	affirmative
at1g11310	at3g12180	validated_ppi	symmetrical	1.286241127	affirmative
at3g13720	at3g46060	validated_ppi	symmetrical	1.0	affirmative
at1g17280	at5g48380	validated_ppi	symmetrical	1.5390687955	affirmative
at3g44930	at4g11840	validated_ppi	symmetrical	1.0	affirmative
at2g20180	at2g04240	activation	asymmetrical	1.0	affirmative
at1g09580	at1g21240	validated_ppi	symmetrical	1.0	affirmative
at1g21460	at2g26180	validated_ppi	symmetrical	0.0	affirmative
at1g17280	at5g57810	validated_ppi	symmetrical	1.0	affirmative
at3g15660	at4g15730	validated_ppi	symmetrical	1.0	affirmative
at2g43790	at5g05090	phosphorylation	asymmetrical	1.0	affirmative
at3g17000	at4g30660	validated_ppi	symmetrical	1.0	affirmative
at3g21580	at3g47960	validated_ppi	symmetrical	1.0	affirmative
at1g21210	at2g41705	validated_ppi	symmetrical	1.0	affirmative
at2g26180	at3g21090	validated_ppi	symmetrical	1.0	affirmative
at3g08040	at5g53390	validated_ppi	symmetrical	1.0	affirmative
at2g17350	at4g34440	validated_ppi	symmetrical	1.0	affirmative
at1g56280	at3g26090	validated_ppi	symmetrical	1.2404656885	affirmative
at3g50500	at5g10140	gene regulation	asymmetrical	1.1129695115	affirmative
at1g52250	at5g22310	validated_ppi	symmetrical	1.171708046	affirmative
at2g26180	at4g22730	validated_ppi	symmetrical	1.0	affirmative
at1g29060	at2g46330	validated_ppi	symmetrical	1.0	affirmative
at1g29060	at5g59670	validated_ppi	symmetrical	1.0	affirmative
at1g14360	at5g42370	validated_ppi	symmetrical	1.0	affirmative
at2g26180	at2g39480	validated_ppi	symmetrical	1.0	affirmative
at2g22670	at4g14560	validated_ppi	symmetrical	1.0	affirmative
at1g44960	at3g12180	validated_ppi	symmetrical	1.0	affirmative
at5g55910	at1g23080	phosphorylation	asymmetrical	1.0	affirmative
at3g13175	at3g63310	validated_ppi	symmetrical	1.2689760615	affirmative
at2g26180	at3g59700	validated_ppi	symmetrical	1.0	affirmative
at1g77350	at5g12860	validated_ppi	symmetrical	1.0	affirmative
at2g29020	at5g21920	validated_ppi	symmetrical	1.0	affirmative
at3g02000	at5g06950	validated_ppi	symmetrical	0.0	affirmative
at1g55890	at4g24690	validated_ppi	symmetrical	1.0	affirmative
at3g45640	at4g01680	phosphorylation	asymmetrical	1.5854766465	affirmative
at2g19650	at3g46810	validated_ppi	symmetrical	1.0	affirmative
at1g78995	at5g25752	validated_ppi	symmetrical	1.0	affirmative
at2g45560	at5g52240	validated_ppi	symmetrical	1.146159996	affirmative
at4g24460	at5g63030	validated_ppi	symmetrical	1.1669583485	affirmative
at3g29350	at3g61630	validated_ppi	symmetrical	1.3377613485	affirmative
at1g29060	at5g23660	validated_ppi	symmetrical	1.0	affirmative
at3g20600	at5g12860	validated_ppi	symmetrical	1.0	affirmative
at3g59790	at4g29810	validated_ppi	symmetrical	1.0	affirmative
at2g26180	at4g21940	validated_ppi	symmetrical	1.0	affirmative
at3g06470	at3g66654	validated_ppi	symmetrical	1.0	affirmative
at3g48090	at3g49580	validated_ppi	symmetrical	1.3162491649999999	affirmative
at1g01620	at3g54820	validated_ppi	symmetrical	0.8706061755045487	affirmative
at1g80865	at2g45560	validated_ppi	symmetrical	1.0	affirmative
at2g26180	at5g01550	validated_ppi	symmetrical	1.0	affirmative
at1g79680	at4g20790	validated_ppi	symmetrical	1.250954522	affirmative
at1g29060	at3g14350	validated_ppi	symmetrical	1.0	affirmative
at3g46280	at5g63030	validated_ppi	symmetrical	1.1669583485	affirmative
at2g29250	at5g63030	validated_ppi	symmetrical	1.1669583485	affirmative
at1g62950	at4g37680	validated_ppi	symmetrical	1.0	affirmative
at4g23270	at5g49540	validated_ppi	symmetrical	2.1309469869999997	affirmative
at3g25805	at5g56040	validated_ppi	symmetrical	1.0	affirmative
at1g78995	at5g37050	validated_ppi	symmetrical	1.0	affirmative
at1g78300	at5g33280	validated_ppi	symmetrical	1.0	affirmative
at3g18800	at5g55630	validated_ppi	symmetrical	1.0	affirmative
at4g02770	at4g11960	validated_ppi	symmetrical	1.0	affirmative
at1g58520	at5g49540	validated_ppi	symmetrical	1.0	affirmative
at1g15900	at1g21240	validated_ppi	symmetrical	1.0	affirmative
at1g34640	at5g47530	validated_ppi	symmetrical	1.0	affirmative
at3g08040	at5g40640	validated_ppi	symmetrical	0.0	affirmative
at3g54020	at4g30190	validated_ppi	symmetrical	1.0	affirmative
at2g18876	at3g02520	validated_ppi	symmetrical	1.0	affirmative
at1g07430	at3g26200	validated_ppi	symmetrical	2.2396716405	affirmative
at4g13640	at5g20150	validated_ppi	symmetrical	1.0	affirmative
at1g11450	at5g11890	validated_ppi	symmetrical	1.0	affirmative
at2g35190	at3g13175	validated_ppi	symmetrical	0.0	affirmative
at2g26330	at4g30850	validated_ppi	symmetrical	1.0	affirmative
at2g36305	at3g62400	validated_ppi	symmetrical	1.0	affirmative
at1g26180	at5g59650	validated_ppi	symmetrical	1.0	affirmative
at1g10210	at2g35800	phosphorylation	asymmetrical	1.0	affirmative
at4g01090	at4g28230	validated_ppi	symmetrical	1.0	affirmative
at3g45640	at4g37540	phosphorylation	asymmetrical	1.5854766465	affirmative
at2g39060	at3g07680	validated_ppi	symmetrical	1.0	affirmative
at4g30850	at5g58150	validated_ppi	symmetrical	1.0	affirmative
at1g11000	at1g17280	validated_ppi	symmetrical	1.1294848795	affirmative
at1g21240	at2g29180	validated_ppi	symmetrical	1.0	affirmative
at2g04040	at2g26180	validated_ppi	symmetrical	2.0075170135000002	affirmative
at2g33580	at3g54020	validated_ppi	symmetrical	1.7090546894999998	affirmative
at5g24270	at5g35410	validated_ppi	symmetrical	1.265465839	affirmative
at5g47750	at1g70940	phosphorylation	asymmetrical	1.0	affirmative
at2g35520	at4g23400	validated_ppi	symmetrical	0.0	affirmative
at2g20180	at5g67070	repression	asymmetrical	1.1471494915	affirmative
at3g66654	at4g28210	validated_ppi	symmetrical	1.0	affirmative
at1g69690	at3g20080	validated_ppi	symmetrical	0.0	affirmative
at2g41350	at3g06530	validated_ppi	symmetrical	1.0	affirmative
at1g05000	at1g35720	validated_ppi	symmetrical	1.0	affirmative
at1g32210	at2g36305	validated_ppi	symmetrical	1.0	affirmative
at2g41705	at5g60320	validated_ppi	symmetrical	1.0	affirmative
at3g45700	at4g37680	validated_ppi	symmetrical	1.0	affirmative
at2g41090	at4g18950	validated_ppi	symmetrical	1.0	affirmative
at1g69600	at5g66110	validated_ppi	symmetrical	1.0	affirmative
at1g33080	at5g59650	validated_ppi	symmetrical	1.0	affirmative
at3g16530	at5g14240	validated_ppi	symmetrical	3.7004191485	affirmative
at2g01680	at3g25805	validated_ppi	symmetrical	1.0	affirmative
at3g12180	at3g14860	validated_ppi	symmetrical	1.0	affirmative
at3g12180	at5g16530	validated_ppi	symmetrical	1.0	affirmative
at1g47220	at5g19440	validated_ppi	symmetrical	1.2856575535	affirmative
at1g14700	at1g25320	validated_ppi	symmetrical	1.0	affirmative
at3g54140	at4g30850	validated_ppi	symmetrical	1.0	affirmative
at2g29650	at4g25360	validated_ppi	symmetrical	1.0	affirmative
at3g11830	at3g19590	validated_ppi	symmetrical	0.0	affirmative
at5g12860	at5g52240	validated_ppi	symmetrical	1.146159996	affirmative
at4g04570	at4g18780	validated_ppi	symmetrical	1.0	affirmative
at2g41400	at4g21390	validated_ppi	symmetrical	1.5668494905	affirmative
at4g31340	at4g35950	validated_ppi	symmetrical	1.0	affirmative
at1g10660	at5g59650	validated_ppi	symmetrical	1.0	affirmative
at3g12180	at5g47410	validated_ppi	symmetrical	1.0	affirmative
at3g15000	at5g13530	validated_ppi	symmetrical	1.0	affirmative
at1g69970	at3g21580	validated_ppi	symmetrical	1.0	affirmative
at2g41090	at5g66790	validated_ppi	symmetrical	1.0	affirmative
at3g25805	at4g30660	validated_ppi	symmetrical	1.0	affirmative
at4g32600	at5g11890	validated_ppi	symmetrical	1.0	affirmative
at2g01175	at5g48380	validated_ppi	symmetrical	1.5390687955	affirmative
at5g13790	at2g04780	repression	asymmetrical	1.173799976	affirmative
at2g36305	at5g12480	validated_ppi	symmetrical	1.0	affirmative
at1g75020	at4g23610	validated_ppi	symmetrical	1.0	affirmative
at4g30845	at5g35460	validated_ppi	symmetrical	1.0	affirmative
at4g17720	at4g25680	validated_ppi	symmetrical	1.142589459	affirmative
at4g18960	at5g22570	activation	asymmetrical	1.0	affirmative
at2g25310	at3g20600	validated_ppi	symmetrical	1.0	affirmative
at1g29060	at2g01420	validated_ppi	symmetrical	1.0	affirmative
at2g43850	at4g21940	validated_ppi	symmetrical	1.0	affirmative
at1g08430	at5g52420	validated_ppi	symmetrical	1.0	affirmative
at3g08040	at5g05820	validated_ppi	symmetrical	0.0	affirmative
at1g01480	at4g11280	validated_ppi	symmetrical	1.0	affirmative
at1g59580	at2g17950	phosphorylation	asymmetrical	1.325404236	affirmative
at2g41100	at5g02500	validated_ppi	symmetrical	1.0	affirmative
at3g18800	at5g35870	validated_ppi	symmetrical	1.0	affirmative
at1g25540	at5g29000	validated_ppi	symmetrical	1.0	affirmative
at3g19590	at4g10110	validated_ppi	symmetrical	1.0	affirmative
at2g46130	at3g51920	validated_ppi	symmetrical	1.6179985234999998	affirmative
at3g03210	at4g18640	validated_ppi	symmetrical	1.0	affirmative
at1g68380	at3g13175	validated_ppi	symmetrical	1.2689760615	affirmative
at1g29060	at2g02020	validated_ppi	symmetrical	1.0	affirmative
at2g43790	at5g67360	phosphorylation	asymmetrical	1.0	affirmative
at1g63120	at2g20300	validated_ppi	symmetrical	1.0	affirmative
at1g34640	at3g02880	validated_ppi	symmetrical	1.0	affirmative
at2g20180	at2g42640	activation	asymmetrical	1.0	affirmative
at3g17000	at3g59700	validated_ppi	symmetrical	1.0	affirmative
at1g22300	at1g35580	validated_ppi	symmetrical	1.0	affirmative
at2g43790	at2g36020	phosphorylation	asymmetrical	1.0	affirmative
at2g26180	at3g19300	validated_ppi	symmetrical	1.0	affirmative
at5g42980	at5g43760	validated_ppi	symmetrical	1.0	affirmative
at1g58110	at2g41090	validated_ppi	symmetrical	1.0	affirmative
at1g80865	at5g12860	validated_ppi	symmetrical	1.0	affirmative
at3g63080	at5g19980	validated_ppi	symmetrical	1.0	affirmative
at4g00340	at5g42980	validated_ppi	symmetrical	1.0	affirmative
at1g05580	at4g20790	validated_ppi	symmetrical	1.0	affirmative
at1g22920	at2g26800	validated_ppi	symmetrical	1.0	affirmative
at4g23210	at5g11890	validated_ppi	symmetrical	1.0	affirmative
at1g79680	at5g49540	validated_ppi	symmetrical	1.250954522	affirmative
at1g49850	at4g08150	validated_ppi	symmetrical	1.0	affirmative
at3g20600	at4g04480	validated_ppi	symmetrical	1.0	affirmative
at1g17280	at5g19410	validated_ppi	symmetrical	1.0	affirmative
at1g09530	at3g59060	validated_ppi	symmetrical	1.2844767475	affirmative
at3g13175	at3g23560	validated_ppi	symmetrical	1.2689760615	affirmative
at1g47530	at1g65690	validated_ppi	symmetrical	1.962125596	affirmative
at1g27300	at1g33110	validated_ppi	symmetrical	1.1583713385	affirmative
at1g47240	at2g34250	validated_ppi	symmetrical	1.0	affirmative
at4g37680	at5g24000	validated_ppi	symmetrical	1.0	affirmative
at3g20600	at5g13720	validated_ppi	symmetrical	1.0	affirmative
